index,rooms,retail_price,address,city,sqft,toilets,image_id
10530,4.0,889000,39000 Rim of the World,"Fawnskin, CA",2336.0,4.0,10530
7724,4.0,849000,76857 Inca Drive,"Indian Wells, CA",3217.0,3.1,7724
5970,3.0,365000,21700 Mack Street,"Perris, CA",1871.0,2.0,5970
3146,4.0,1150000,24271 Rue De Gauguin,"Laguna Niguel, CA",3230.0,3.1,3146
9329,3.0,459000,5616 Moreno Street,"Montclair, CA",1238.0,1.0,9329
6889,4.0,560000,807 Limousin Street,"Perris, CA",3009.0,2.1,6889
6512,4.0,525800,1359 Kroonen Drive,"Corona, CA",2131.0,2.1,6512
1761,2.0,499900,8753 Mory Street,"Downey, CA",940.0,1.0,1761
1557,4.0,459900,474 Gendel Drive,"La Puente, CA",1326.0,2.0,1557
3783,3.0,599999,2206 Alona Street,"Santa Ana, CA",1152.0,2.0,3783
8182,5.0,1039000,5291 Valinda Avenue,"Rancho Cucamonga, CA",4284.0,3.2,8182
7740,3.0,888900,15 Birkdale Circle,"Rancho Mirage, CA",3169.0,3.1,7740
9304,4.0,454999,7670 Emerald Avenue,"Fontana, CA",1596.0,3.0,9304
1857,3.0,524900,11232 Central Avenue,"South El Monte, CA",1106.0,1.0,1857
10516,4.0,899000,16085 Medlar Lane,"Chino Hills, CA",2721.0,3.0,10516
5927,3.0,349900,33202 Gillette Street,"Lake Elsinore, CA",1549.0,2.0,5927
4629,4.0,809999,73 Vasto Street,"Ladera Ranch, CA",2526.0,4.0,4629
5794,4.0,349900,459 Memphis Court,"Hemet, CA",2838.0,3.0,5794
11472,3.0,400000,138 Colbert Dr,"Spring Valley, CA",1068.0,2.0,11472
4674,4.0,837900,26612 LOPE DE VEGA Drive,"Mission Viejo, CA",1900.0,2.0,4674
4040,4.0,699900,2256 E Nyon Avenue,"Anaheim, CA",1973.0,2.1,4040
9866,3.0,624900,1620 Masters Drive,"Upland, CA",2040.0,2.1,9866
11919,4.0,550000,35533 Stagecoach Springs Rd,"Pine Valley, CA",3143.0,3.0,11919
650,3.0,225000,1451 W Ivesbrook Street,"Lancaster, CA",1030.0,1.0,650
11481,3.0,429000,4058 50th St.,"San Diego, CA",1282.0,2.0,11481
11575,3.0,395000,3747 Vista Campana S,"Oceanside, CA",1498.0,2.0,11575
6394,4.0,480000,1104 Neatherly Circle,"Corona, CA",1592.0,2.0,6394
2651,5.0,785000,25378 Irving Lane,"Stevenson Ranch, CA",2887.0,4.0,2651
8218,4.0,1155000,35949 Creekside Drive,"Yucaipa, CA",5000.0,3.1,8218
10864,5.0,1379000,5814 Renault Way,"San Diego, CA",2818.0,3.1,10864
8808,4.0,295000,1076 W 5TH Street,"San Bernardino, CA",1294.0,2.0,8808
11313,3.0,345000,1930 W San Marcos Blvd,"San Marcos, CA",1674.0,2.0,11313
11273,2.0,350000,3828 Rosemary Way,"Oceanside, CA",990.0,1.0,11273
1321,3.0,424999,3710 Paloma Street,"Los Angeles, CA",1520.0,2.0,1321
6061,4.0,369900,41343 Edwards Court,"Indio, CA",2191.0,2.0,6061
995,5.0,355000,37660 52nd Street E,"Palmdale, CA",2165.0,3.0,995
8042,3.0,995000,80981 Rockhurst Drive,"Indio, CA",3428.0,3.1,8042
5997,3.0,369900,69712 Willow Lane,"Cathedral City, CA",1842.0,2.0,5997
4468,3.0,799000,44 Marsala,"Irvine, CA",1244.0,2.1,4468
1489,5.0,395000,38711 E 37th Street E,"Palmdale, CA",3210.0,3.0,1489
4681,4.0,899900,15482 Cottonwood Circle,"Huntington Beach, CA",2181.0,2.1,4681
11873,3.0,525000,130 The Circle,"Vista, CA",1241.0,2.0,11873
11386,3.0,369900,32374 Highway 94,"Campo, CA",1706.0,2.0,11386
3842,3.0,594000,1407 W Beacon Avenue,"Anaheim, CA",1295.0,2.0,3842
8026,5.0,949000,2481 Piedmont Drive,"Riverside, CA",4388.0,5.0,8026
1113,5.0,320000,5603 W Avenue L4,"Lancaster, CA",2344.0,3.0,1113
2472,3.0,698500,24154 View Pointe Lane,"Valencia, CA",2080.0,3.0,2472
1259,4.0,369000,3134 Twincreek Avenue,"Palmdale, CA",1770.0,3.0,1259
4413,3.0,759900,22882 Belquest Drive,"Lake Forest, CA",1779.0,2.0,4413
1690,5.0,549500,11586 Welk Avenue,"Pacoima, CA",1638.0,2.0,1690
11154,2.0,230000,4041 Oakcrest Drive #303,"San Diego, CA",900.0,2.0,11154
11775,3.0,499000,29275 highway 94,"Campo, CA",2124.0,2.1,11775
7108,3.0,699000,73673 Joshua Tree Street,"Palm Desert, CA",1807.0,2.1,7108
4986,5.0,1295000,49232 Constitution Drive,"Indio, CA",5211.0,5.1,4986
1980,4.0,605000,14030 Lynmark Street,"La Mirada, CA",1512.0,2.0,1980
9870,4.0,640000,13251 Joliet Drive,"Rancho Cucamonga, CA",2566.0,3.1,9870
10654,4.0,899900,1623 Angels Camp Road,"Big Bear, CA",3455.0,4.0,10654
3793,4.0,575000,2122 Tamy Lane,"Santa Ana, CA",1369.0,2.0,3793
5284,3.0,1750000,47285 CRYSTAL Loop,"Indian Wells, CA",3117.0,3.1,5284
1418,4.0,414900,6130 W Avenue J10,"Lancaster, CA",2523.0,3.1,1418
2187,2.0,629000,2332 VIA CAMILLE,"San Dimas, CA",1376.0,2.0,2187
5805,2.0,339900,40350 Indian Tree Drive,"Hemet, CA",2300.0,2.0,5805
10339,4.0,788775,13166 Norton Avenue,"Chino, CA",2511.0,3.0,10339
11601,2.0,429000,17448 Highway 94,"Dulzura, CA",1233.0,2.0,11601
9671,4.0,599900,11851 Mount Wilson Court,"Rancho Cucamonga, CA",1684.0,3.0,9671
1207,4.0,356900,2347 E Avenue R4,"Palmdale, CA",1802.0,3.0,1207
9201,4.0,399900,1257 Sand Canyon Court,"Big Bear, CA",1524.0,2.0,9201
5083,3.0,1155000,58420 Aracena,"La Quinta, CA",2898.0,4.1,5083
1437,3.0,449900,1728 E 123rd Street,"Los Angeles, CA",955.0,1.0,1437
5804,2.0,295000,59125 Boyer Road,"Anza, CA",1248.0,2.0,5804
3370,5.0,1679888,21545 Dunrobin Way,"Yorba Linda, CA",4410.0,4.1,3370
3044,3.0,992000,16204 S Orchard Avenue,"Gardena, CA",2738.0,2.0,3044
7953,3.0,895000,2611 Kings Road W,"Palm Springs, CA",2318.0,3.1,7953
11305,3.0,295000,315 Verbena Drive,"Borrego Springs, CA",2600.0,3.0,11305
1510,2.0,465000,1310 OMELVENY Avenue,"San Fernando, CA",703.0,1.0,1510
6205,4.0,418000,10442 Watercress Circle,"Moreno Valley, CA",2363.0,3.0,6205
2974,4.0,899950,19128 Castlebay Lane,"Porter Ranch, CA",2450.0,3.0,2974
3832,2.0,567500,28026 Via Chocano,"Mission Viejo, CA",1272.0,2.0,3832
101,,275000,9721 Manhattan Drive,"Bakersfield, CA",1316.0,2.0,101
5719,4.0,335000,81775 Sierra Avenue Avenue,"Indio, CA",1842.0,2.0,5719
2337,5.0,669990,42712 23rd Street W,"Lancaster, CA",3149.0,4.0,2337
6328,4.0,499900,1049 Viewpointe Lane,"Corona, CA",1886.0,3.0,6328
8644,2.0,299950,10855 Katepwa Street,"Apple Valley, CA",1768.0,2.0,8644
11173,,269000,11851 RIVERSIDE DR,"Lakeside, CA",1400.0,2.0,11173
9547,5.0,525000,12192 Country Club Lane,"Grand Terrace, CA",2142.0,3.0,9547
7577,4.0,749900,30437 Canyon Point Circle,"Menifee, CA",3123.0,3.1,7577
11026,3.0,1699000,4837 Gresham Street,"San Diego, CA",1799.0,3.0,11026
1273,5.0,399900,38636 Cortina Way,"Palmdale, CA",3210.0,3.0,1273
1471,3.0,429000,29147 Val Verde Road,"Val Verde, CA",1224.0,3.0,1471
9281,4.0,500000,15972 W Preserve,"Chino, CA",2385.0,2.1,9281
2119,2.0,635000,8904 S 6TH Avenue,"Inglewood, CA",1293.0,1.0,2119
1398,5.0,409900,38141 Clermont Avenue,"Palmdale, CA",2867.0,4.0,1398
709,3.0,249999,8717 W Avenue F,"Lancaster, CA",1225.0,1.0,709
3981,3.0,688888,13361 Galway Street,"Garden Grove, CA",1398.0,2.0,3981
7597,4.0,779900,8964 Gentle Wind Drive,"Corona, CA",3676.0,3.0,7597
11955,3.0,505000,4320 Harbinson Avenue,"La Mesa, CA",1164.0,1.0,11955
1745,3.0,495000,4806 Park Avenue,"Baldwin Park, CA",1086.0,2.1,1745
10289,4.0,699999,5661 Pine Avenue,"Chino Hills, CA",2529.0,2.1,10289
4033,3.0,649999,723 W Tribella Court,"Santa Ana, CA",1900.0,3.0,4033
8000,3.0,959000,72691 Spyglass Lane,"Palm Desert, CA",3157.0,3.1,8000
10074,4.0,665000,2408 Calle Bienvenida,"Chino Hills, CA",1650.0,2.0,10074
1758,4.0,538000,17912 E Clovermead Street,"Covina, CA",1524.0,2.0,1758
10098,4.0,699999,13135 El Centro Road,"Oak Hills, CA",3405.0,3.0,10098
3635,2.0,437000,1201 Scioto,"Seal Beach, CA",1150.0,2.0,3635
2481,4.0,749900,10145 La Tuna Canyon Road,"Sun Valley, CA",1789.0,2.0,2481
2506,4.0,695000,832 E Greenville Drive,"West Covina, CA",1988.0,3.0,2506
10896,5.0,1595000,14060 Iris Lane,"Poway, CA",4266.0,5.1,10896
9664,4.0,559900,15157 Crazy Horse Avenue,"Fontana, CA",2765.0,2.1,9664
8169,6.0,1349000,42444 Bear Loop,"Big Bear, CA",5800.0,6.1,8169
4469,4.0,799000,5764 Centerstone Court,"Westminster, CA",2060.0,3.0,4469
8412,1.0,245000,39297 Cedar Dell Road,"Fawnskin, CA",964.0,1.0,8412
3926,3.0,624000,144 E Hoover Avenue,"Orange, CA",1398.0,2.0,3926
8341,2.0,250000,3056 N Newport Avenue,"San Bernardino, CA",840.0,1.0,8341
5559,3.0,259000,12775 Avenida Alta Loma,"Desert Hot Springs, CA",1495.0,2.0,5559
638,4.0,239900,38727 Pond Avenue,"Palmdale, CA",1156.0,1.0,638
3628,2.0,439000,301 W 1st Avenue,"La Habra, CA",726.0,1.0,3628
9981,4.0,599900,42039 Sky View Ridge Drive,"Big Bear, CA",2472.0,4.0,9981
9231,3.0,430000,13570 Sutter Court,"Fontana, CA",1322.0,2.1,9231
10691,4.0,1499500,1133 Turquoise St,"San Diego, CA",2450.0,3.0,10691
6476,4.0,469000,26501 Rim Road,"Hemet, CA",2442.0,3.0,6476
8866,4.0,345000,12349 Los Moras Way,"Victorville, CA",3098.0,4.0,8866
11096,3.0,249000,3579 San Rafael,"Borrego Springs, CA",1264.0,2.0,11096
7786,4.0,799000,760 Raphael Circle,"Corona, CA",2975.0,3.0,7786
11999,4.0,549900,9583 E Heaney Cir,"Santee, CA",1505.0,2.0,11999
4427,4.0,759000,900 Countryn Lane Lane,"La Habra, CA",1719.0,2.1,4427
279,3.0,485000,17820 Lockwood Valley Road,"Frazier Park, CA",1200.0,2.0,279
2792,3.0,898800,3247 Pontiac Street,"La Crescenta, CA",1924.0,2.0,2792
4174,4.0,695000,3725 S Garnsey Street,"Santa Ana, CA",2039.0,2.0,4174
879,2.0,270000,3513 Acorde Avenue,"Palmdale, CA",1320.0,2.0,879
2976,5.0,969900,24600 Calvert Street,"Woodland Hills, CA",2610.0,3.0,2976
7189,4.0,662499,81730 Sun Cactus Lane,"La Quinta, CA",2789.0,4.0,7189
11208,3.0,259000,2492 Tierra Heights Rd,"Boulevard, CA",,2.0,11208
9885,6.0,595000,8642 Laurel Avenue,"Fontana, CA",2653.0,3.0,9885
8462,3.0,239000,14721 CARTER Road,"Victorville, CA",2176.0,2.1,8462
7381,4.0,725000,13 Loch Ness Lake Court,"Rancho Mirage, CA",2480.0,4.1,7381
8322,2.0,239900,794 Kern Avenue,"Sugarloaf, CA",1250.0,2.0,8322
1157,4.0,359900,3519 Emerald Lane,"Lancaster, CA",2360.0,2.0,1157
11800,2.0,519900,3744 41St St,"San Diego, CA",1012.0,1.0,11800
7518,3.0,749000,48325 Mariposa Drive,"Palm Desert, CA",3090.0,3.0,7518
2607,5.0,749995,19081 Sark Place,"Saugus, CA",2766.0,3.0,2607
10652,3.0,899000,122 Eagle Drive,"Big Bear, CA",1492.0,2.0,10652
3494,2.0,304900,1260 Northwood Road,"Seal Beach, CA",1150.0,1.0,3494
3571,2.0,349900,123 Via Estrada #B,"Laguna Woods, CA",940.0,2.0,3571
11315,3.0,350000,672 Mills street,"Escondido, CA",1458.0,1.0,11315
5943,4.0,380000,4002 Landau Court,"Riverside, CA",,2.1,5943
251,3.0,439000,3416 Kansas,"Frazier Park, CA",2620.0,2.0,251
4314,4.0,750000,30144 Silverado Canyon Road,"Silverado, CA",3016.0,2.0,4314
6528,5.0,499900,26327 Bramble Wood Circle,"Menifee, CA",3021.0,3.0,6528
1414,3.0,438390,42717 25th Street W,"Lancaster, CA",2135.0,2.0,1414
2094,3.0,619000,2038 W 177th Street,"Torrance, CA",1227.0,1.0,2094
2471,3.0,724900,3178 Eucalyptus Avenue,"Long Beach, CA",1680.0,2.0,2471
2314,3.0,650000,654 W 112th Street,"Los Angeles, CA",1241.0,1.1,2314
2395,4.0,699000,6921 Lena Avenue,"West Hills, CA",1439.0,2.0,2395
203,4.0,360000,3212 Tumble Weed Avenue,"Rosamond, CA",2700.0,2.1,203
9111,4.0,419000,12003 Weeping Willow Lane,"Fontana, CA",1751.0,3.0,9111
9863,,604000,11783 Crystal Avenue,"Chino, CA",2428.0,2.0,9863
8303,2.0,210000,470 Tetley Lane,"Crestline, CA",960.0,1.0,8303
3813,4.0,599000,2147 Evergreen Street,"Santa Ana, CA",1992.0,2.0,3813
6150,3.0,420000,12428 FOXHOUND Circle,"Moreno Valley, CA",1465.0,2.0,6150
3304,4.0,1999000,2984 Alpine Way,"Laguna Beach, CA",2727.0,3.1,3304
1792,3.0,499000,11539 Kismet Avenue,"Sylmar, CA",1101.0,2.0,1792
1596,2.0,479900,1246 S Mcdonnell Avenue,"East Los Angeles, CA",930.0,1.0,1596
2218,4.0,699000,11223 Stamy Road,"Whittier, CA",2268.0,1.1,2218
3863,3.0,650000,2720 E Walnut Avenue,"Orange, CA",1246.0,2.0,3863
3707,2.0,519000,8232 Artesia Boulevard,"Buena Park, CA",828.0,1.0,3707
8875,4.0,329000,467 Cimmaron Lane,"Lake Arrowhead, CA",1440.0,2.0,8875
2986,4.0,988888,6470 Lemon Avenue,"San Gabriel, CA",2582.0,3.0,2986
7760,2.0,819000,405 Suave Lane,"Palm Springs, CA",2726.0,2.2,7760
7666,5.0,799900,39201 San Ignacio Road,"Hemet, CA",2852.0,3.0,7666
8576,3.0,289200,1024 Myrtle Avenue,"Big Bear, CA",1562.0,2.0,8576
7676,6.0,760000,23130 Sanwood Road,"Nuevo, CA",3430.0,3.1,7676
4965,5.0,1150000,2880 Sunrise Way,"Palm Springs, CA",3427.0,4.1,4965
7536,4.0,759000,60325 Prickly Pear,"La Quinta, CA",2726.0,4.0,7536
6415,3.0,494500,2975 Laramie Road,"Riverside, CA",2057.0,3.0,6415
4287,3.0,735990,19 Tomillo,"Ladera Ranch, CA",1677.0,2.1,4287
2155,3.0,645000,13827 Fenton Avenue,"Sylmar, CA",1624.0,2.0,2155
8886,2.0,395000,52924 Chia Trail,"Pioneertown, CA",1464.0,1.0,8886
7712,5.0,799900,22240 Silverpointe,"Corona, CA",4278.0,4.1,7712
10287,5.0,754999,12164 Chicory Court,"Rancho Cucamonga, CA",3322.0,3.0,10287
11739,3.0,479000,1211 S S Juniper St,"Escondido, CA",1576.0,1.1,11739
8968,4.0,349900,575 Courtland Drive,"San Bernardino, CA",1774.0,2.0,8968
8679,2.0,260000,1087 Myrtle Drive,"San Bernardino, CA",1014.0,1.0,8679
9170,3.0,399000,4526 Brookview Court,"Chino Hills, CA",1300.0,1.1,9170
10582,4.0,899900,1470 Willow Glenn Court,"Big Bear, CA",3774.0,3.0,10582
4031,3.0,695000,3560 Sunnyside Drive,"Yorba Linda, CA",1664.0,3.0,4031
350,2.0,1499000,611 N CURSON Avenue,"Los Angeles, CA",957.0,1.0,350
7082,2.0,595000,51475 Longmeadow Street,"Indio, CA",1920.0,2.0,7082
156,4.0,325000,4205 Marella Way,"Bakersfield, CA",2792.0,3.0,156
6485,4.0,499900,20035 Schroder Road,"Nuevo, CA",2220.0,2.1,6485
10655,3.0,995000,16569 Slover Avenue,"Fontana, CA",1855.0,2.0,10655
2093,3.0,598800,634 S Evergreen Avenue,"Los Angeles, CA",1500.0,2.0,2093
7592,3.0,750000,79275 Avenue 38,"Indio, CA",2400.0,2.1,7592
11401,3.0,400000,2071 Ross Avenue,"Boulevard, CA",1141.0,2.0,11401
9732,3.0,545000,8959 Yucca Terrace Drive,"Phelan, CA",2785.0,2.0,9732
2307,3.0,649900,13480 Lochrin Lane,"Sylmar, CA",1433.0,2.0,2307
4853,4.0,899900,2578 Threewoods Lane,"Fullerton, CA",2178.0,2.1,4853
10873,3.0,1149000,1730 Fortuna Avenue,"San Diego, CA",1250.0,2.0,10873
1621,1.0,499000,20965 CANYON Trail,"Topanga, CA",518.0,1.0,1621
11651,3.0,454900,1110 Stoneridge Dr,"Spring Valley, CA",1022.0,1.0,11651
4190,4.0,744900,535 S Laurinda Lane,"Orange, CA",1798.0,2.0,4190
6194,3.0,419000,7984 Shadow Trails Lane,"Riverside, CA",1530.0,2.1,6194
2521,3.0,699000,20756 Clarendon Street,"Woodland Hills, CA",,2.0,2521
1074,2.0,349900,1508 W 151st Street,"Compton, CA",760.0,1.0,1074
2948,3.0,899000,6839 Rockhold Avenue,"San Gabriel, CA",1638.0,2.0,2948
6291,3.0,439700,44505 San Carlos Avenue,"Palm Desert, CA",1834.0,2.0,6291
10605,4.0,979000,901 S Center Street,"Redlands, CA",4007.0,2.1,10605
2306,3.0,680000,1453 W 47th Street,"Los Angeles, CA",2031.0,3.0,2306
2862,4.0,849000,2290 Oxford Avenue,"Claremont, CA",2614.0,3.0,2862
7719,3.0,850000,9 Porto Cielo Court,"Rancho Mirage, CA",,3.1,7719
2316,4.0,649999,20200 INGOMAR Street,"Winnetka, CA",1928.0,2.0,2316
9048,4.0,370000,17678 Merrill Avenue,"Fontana, CA",1550.0,2.0,9048
7823,3.0,875000,50784 Cereza,"La Quinta, CA",2800.0,3.1,7823
10567,5.0,815000,9738 flying mane Lane,"Rancho Cucamonga, CA",2322.0,3.0,10567
8031,6.0,950000,41385 Yucca Lane,"Bermuda Dunes, CA",3086.0,3.1,8031
6849,4.0,598000,33092 Sheila Lane,"Wildomar, CA",3588.0,2.1,6849
4345,3.0,720000,190 Liberty Street,"Tustin, CA",1459.0,2.1,4345
2185,3.0,640000,7539 Hillrose Street,"Tujunga, CA",1240.0,2.0,2185
5923,2.0,389900,28978 Lake Fork Drive,"Menifee, CA",1814.0,2.0,5923
7385,5.0,725000,2558 Camino Del Plata,"Corona, CA",3056.0,3.0,7385
7448,6.0,699999,6680 Black Forest Drive,"Corona, CA",4412.0,5.1,7448
1539,3.0,475000,821 S 5th Street,"Montebello, CA",1278.0,1.0,1539
10711,,1050000,1945 Corte Maravilla,"Chula Vista, CA",3789.0,4.1,10711
8267,5.0,1500000,401 TANGLEWOOD DR B,"Big Bear, CA",5046.0,4.1,8267
1069,4.0,334000,43964 27th Street W,"Lancaster, CA",1856.0,2.0,1069
11344,1.0,325000,207 5Th Ave,"San Diego, CA",431.0,1.0,11344
5575,2.0,296500,41162 Poco Via Street,"Temecula, CA",804.0,1.0,5575
10938,4.0,1589000,1522 S Orange Ave.,"El Cajon, CA",4500.0,4.0,10938
6132,2.0,415000,4374 Jurupa Avenue,"Riverside, CA",1164.0,1.0,6132
5682,3.0,269900,544 Pierce Court,"Hemet, CA",1597.0,2.1,5682
6283,4.0,419500,36415 Cognac Street,"Winchester, CA",1925.0,2.0,6283
1131,3.0,359000,116 W Colden Avenue,"Los Angeles, CA",820.0,1.0,1131
236,2.0,350000,2222 Gimmewald Place,"Pine Mountain Club, CA",852.0,1.0,236
1007,4.0,324000,37712 Lupine Street,"Palmdale, CA",1969.0,3.0,1007
199,3.0,349000,18611 Mustang Drive,"Tehachapi, CA",3046.0,2.1,199
5875,4.0,334938,1228 Milwaukee,"San Jacinto, CA",2356.0,3.0,5875
133,3.0,275000,16800 Aleutian Drive,"Pine Mountain Club, CA",1920.0,2.0,133
10010,5.0,599999,2065 Hidden Cove Court,"Colton, CA",4527.0,3.1,10010
8551,4.0,299900,14606 Woodland Drive,"Fontana, CA",1468.0,2.0,8551
11807,4.0,549000,1444 GIBSON STREET,"San Diego, CA",1488.0,2.0,11807
1672,3.0,479000,1541 S CHESTER Avenue,"Compton, CA",1148.0,1.0,1672
2606,5.0,799000,1634 E 126th Street,"Compton, CA",,4.0,2606
4487,,750000,30144 Silverado Canyon Road,"Silverado, CA",3016.0,2.0,4487
7137,6.0,649000,17011 Greentree Drive,"Riverside, CA",3690.0,4.0,7137
4334,3.0,699000,164 honeysuckle lane,"Brea, CA",1613.0,2.1,4334
643,4.0,199000,45409 E 4th Street,"Lancaster, CA",1204.0,2.0,643
5264,4.0,1599000,36741 Verlaine Drive,"Rancho Mirage, CA",4332.0,4.1,5264
5116,3.0,1129000,109 Royal Saint Georges Way,"Rancho Mirage, CA",3349.0,3.1,5116
265,4.0,425000,16725 Sequoia Way,"Pine Mountain Club, CA",2753.0,3.1,265
5317,3.0,199800,1425 Cordova Drive,"Hemet, CA",1308.0,2.0,5317
3512,2.0,254900,13221 St Andrews Drive,"Seal Beach, CA",800.0,1.1,3512
2759,3.0,899900,423 W Meda Avenue,"Glendora, CA",1924.0,2.0,2759
6567,4.0,515000,29581 Branwin Street,"Murrieta, CA",3155.0,3.0,6567
6511,3.0,525000,39314 Calle Tonala,"Indio, CA",2023.0,2.0,6511
6526,4.0,525000,1164 Mira Luna,"Palm Springs, CA",2107.0,3.0,6526
9717,4.0,575990,3864 S Dryden Avenue,"Ontario, CA",2709.0,3.1,9717
1170,4.0,365000,43705 Albeck Avenue,"Lancaster, CA",1747.0,3.0,1170
7506,5.0,799900,4550 Edgewater Circle,"Corona, CA",4136.0,4.1,7506
569,5.0,1888888,122 W Le Roy Avenue,"Arcadia, CA",3787.0,4.1,569
9576,4.0,519900,16522 Picardy Place,"Fontana, CA",2761.0,3.0,9576
1222,2.0,385000,4253 E Olympic Boulevard,"Los Angeles, CA",795.0,1.0,1222
5591,,298000,81220 Alberta Avenue,"Indio, CA",2017.0,2.0,5591
8828,3.0,319800,1275 Orchid Drive,"San Bernardino, CA",1421.0,2.0,8828
8699,4.0,299000,14616 Crossing,"Victorville, CA",2747.0,2.1,8699
11886,3.0,549900,24746 Watt Road,"Ramona, CA",1823.0,2.0,11886
1670,3.0,469999,1060 Cary Avenue,"Wilmington, CA",1056.0,1.0,1670
5939,4.0,360425,1728 Boysen Way,"Beaumont, CA",1755.0,2.0,5939
518,4.0,1995000,1645 GOLDEN GATE Avenue,"Los Angeles, CA",2562.0,2.0,518
9209,5.0,424990,225 s j st,"San Bernardino, CA",1985.0,3.0,9209
8331,1.0,220000,1481 Helen Street,"Wrightwood, CA",846.0,1.0,8331
4,4.0,385100,2207 R Carrillo Court,"Calexico, CA",2547.0,3.0,4
11282,1.0,349900,1150 J Street,"San Diego, CA",735.0,1.0,11282
8972,3.0,359900,13948 Mountain High Drive,"Fontana, CA",953.0,2.0,8972
3382,5.0,1850000,8429 BEACH Circle,"Cypress, CA",4268.0,4.1,3382
8794,4.0,329900,153 Zermat Drive,"Crestline, CA",1380.0,2.0,8794
10205,,725000,1826 Maywood Court,"Upland, CA",2388.0,3.0,10205
11545,3.0,444900,8549 Circle R Course Ln,"Escondido, CA",1770.0,2.1,11545
9248,4.0,439000,2536 W Sunrise Drive,"Rialto, CA",1895.0,3.0,9248
7079,4.0,599000,1052 Commonwealth,"Hemet, CA",2989.0,3.0,7079
7144,3.0,650000,1310 Rosarito Way,"Palm Springs, CA",1792.0,2.0,7144
7252,3.0,699000,304 White Horse Trail,"Palm Desert, CA",2712.0,3.1,7252
7563,4.0,799999,15399 Ranchito Drive,"Perris, CA",3200.0,5.0,7563
7375,4.0,729900,16046 Albarian Way,"Riverside, CA",3200.0,3.0,7375
6094,3.0,369999,3471 Burl Drive,"Riverside, CA",1242.0,2.0,6094
5306,,1999999,22634 CANYON LAKE DR,"Canyon Lake, CA",6280.0,6.1,5306
8765,3.0,339900,11021 E Avenue,"Hesperia, CA",2308.0,2.0,8765
11301,1.0,349900,1150 J Street,"San Diego, CA",735.0,1.0,11301
9882,4.0,625000,1021 LONDON Lane,"Big Bear, CA",2600.0,4.0,9882
8582,3.0,299999,2016 Cedar Pine Lane,"Big Bear, CA",1140.0,2.0,8582
11012,4.0,1850000,9480 La Cuesta Drive,"La Mesa, CA",4375.0,5.0,11012
3142,4.0,1100000,20 Winfield Drive,"Ladera Ranch, CA",3225.0,3.0,3142
2632,2.0,785000,4490 Lincoln Avenue,"Los Angeles, CA",1546.0,3.1,2632
291,3.0,524000,1766 Fir Drive,"Wofford Heights, CA",2466.0,3.0,291
9023,3.0,365000,934 N Althea Avenue,"Rialto, CA",1796.0,2.0,9023
9503,3.0,525000,14872 Shetland Lane,"Fontana, CA",2532.0,3.0,9503
2289,3.0,650000,1217 N Normandie Avenue,"Hollywood, CA",1222.0,1.0,2289
2170,7.0,649900,40252 Doral Lane,"Palmdale, CA",3130.0,3.0,2170
10118,3.0,670000,12945 Hillcrest Drive,"Chino, CA",2776.0,3.0,10118
11610,3.0,505000,975 Fifth Ave,"Chula Vista, CA",1445.0,1.0,11610
362,6.0,995900,10169 Rio Hondo,"El Monte, CA",3129.0,3.0,362
9592,3.0,498990,3856 S Manitoba Place,"Ontario, CA",2016.0,2.1,9592
4414,5.0,749000,425 Larry Lane,"Placentia, CA",2900.0,2.1,4414
9533,3.0,525000,11406 Mount Palomar Street,"Rancho Cucamonga, CA",1484.0,2.1,9533
5095,6.0,1300000,38490 Via Roberta,"Palm Springs, CA",8000.0,6.1,5095
10833,4.0,1089000,535 University place,"San Diego, CA",1753.0,3.0,10833
3683,2.0,475000,173 Mira Del Oeste,"San Clemente, CA",1560.0,2.0,3683
6235,4.0,419000,40287 La Spezia Court,"Indio, CA",2256.0,3.0,6235
6199,3.0,405000,30800 Eton Court,"Menifee, CA",1901.0,2.1,6199
7259,6.0,678000,8265 Gamebird Street,"Corona, CA",3673.0,4.0,7259
8570,4.0,291990,10591 Chevron Court,"Adelanto, CA",1972.0,2.0,8570
11114,,205000,2880 Iris Ave.,"San Diego, CA",1512.0,2.0,11114
11416,3.0,345000,1930 W San Marcos Blvd,"San Marcos, CA",1674.0,2.0,11416
3234,4.0,998800,8596 Boatbill Circle,"Fountain Valley, CA",2347.0,2.1,3234
3957,3.0,599900,2531 Foxdale Avenue,"La Habra, CA",1581.0,2.0,3957
4323,4.0,755000,1031 N Reiser Court,"Anaheim, CA",2406.0,3.0,4323
11701,3.0,445000,147 HIGHLINE TRL,"El Cajon, CA",1053.0,1.1,11701
615,5.0,1950000,4956 HASKELL Avenue,"Encino, CA",4246.0,5.0,615
3654,2.0,499900,921 S Sarah Way,"Anaheim, CA",980.0,1.0,3654
1528,2.0,479900,3521 Manitou Avenue,"Los Angeles, CA",852.0,1.0,1528
7017,4.0,598000,33092 Sheila Lane,"Wildomar, CA",3588.0,2.1,7017
6842,3.0,549000,4550 Hillside Avenue,"Norco, CA",1444.0,2.0,6842
1421,3.0,450000,1026 W 52nd Street,"Los Angeles, CA",1140.0,1.0,1421
6423,5.0,477900,34732 Woods Place,"Beaumont, CA",3748.0,4.0,6423
9149,3.0,415000,4912 Rosewood Street,"Montclair, CA",939.0,1.0,9149
11121,2.0,199900,1951 N 47th St,"San Diego, CA",1440.0,2.0,11121
